cost,emission,discomfort,dummy,electrolyzer elecGrid,heatpump elecGrid,rooftop pv elecGrid,heatpump_ac elecGrid,heatpump_ac heatGrid,heatpump heatGrid,fuel cell heatGrid,fuel cell storageGrid,electrolyzer storageGrid,battery storage invest[MW(h)],buffer tank invest[MW(h)],electrolyzer invest[MW(h)],fuel cell invest[MW(h)],h2 storage invest[MW(h)],heatpump invest[MW(h)],heatpump_ac invest[MW(h)],rooftop pv invest[MW(h)],elec import elecGrid,elec import fuelGrid,clo_lvl
0.011132,1.496969059,75880.0,0.0,,-14.5047719808389,18.0961277587719,-1.18706842413152,-2.37413684826303,19.1096251931701,,,,0.0135627246118693,0.145333527666146,,,,0.0102176646401344,0.008525204547406,0.0072838586046965,3.66904181187742,-3.66904181187742,light clothing
0.005996,2.957936165,64960.0,0.0,,-14.2484855413783,13.2724289413936,-0.509196713114905,-1.01839342622981,17.9980600252801,,,,0.0094253829824852,0.102316087329634,,,,0.0145661980106686,0.0045700809706344,0.0020560784433984,7.2498435405555,-7.2498435405555,light clothing
,0.0,43580.0,0.0,,,,,,,,,,,,,,,,,,,,light clothing
,0.0,43580.0,0.0,,,,,,,,,,,,,,,,,,,,light clothing
0.013343,1.231602832,69640.0,0.0,,-14.7880826543139,19.2041754771275,-1.4391042596462,-2.8782085192924,15.6668475112573,,,,0.0133103411467388,0.13125400803305,,,,0.0163655108731969,0.0085254418367354,0.0090214028982634,3.01863439104645,-3.01863439104645,light clothing
,0.0,43580.0,0.0,,,,,,,,,,,,,,,,,,,,light clothing
0.015189,0.895602832,77440.0,0.0,,-14.5905530160796,20.0617886749105,-1.24696335141932,-2.49392670283865,14.4906875877465,,,,0.0173537107903162,0.136280357840589,,,,0.0195349903752252,0.0052702899572502,0.0104978128718493,2.19510497928506,-2.19510497928506,light clothing
0.01597,0.783602831,79000.0,0.0,,-14.5170710893438,20.7018440143776,-1.19352279247688,-2.38704558495377,14.5721622313,,,,0.0206871539888642,0.1360355447378829,,,,0.0209648989013263,0.0040250433536987,0.011046,1.92059517503843,-1.92059517503843,light clothing
0.014732,0.951602831,146666.67,0.0,,-13.0744089969342,17.041118042406,,,12.7969090359683,,,,0.0150028831092891,0.136403855032642,,,,0.01880482038004,,0.0102195009657936,2.33235988100504,-2.33235988100504,light clothing
0.005992,2.666269499,79000.0,0.0,,-13.9609368355171,13.8525095393899,-0.629491519554978,-1.25898303910996,18.1329094756345,,,,0.0110650941752799,0.105858345608854,,,,0.0146574303860083,0.0043844026728112,0.0021733381358915,6.5349742611438,-6.5349742611438,light clothing
,0.0,43580.0,0.0,,,,,,,,,,,,,,,,,,,,light clothing
0.013197,1.175602832,79000.0,0.0,,-14.3767616573417,18.2727160890168,-0.872103896563703,-1.74420779312741,15.2297252023242,,,,0.0133140670708398,0.136953000083427,,,,0.0154447320500531,0.0039217847780197,0.0089957516213204,2.88137948908465,-2.88137948908465,light clothing
0.005363,3.832083542,71200.0,0.0,,-13.9637819365629,10.6309643488492,-0.325859178435127,-0.651718356870254,21.9011010053945,,,,0.0089158958895142,0.0635269271701356,,,,0.0075455024188624,0.0043836209028058,0.0013636639038337,9.3923616234279,-9.3923616234279,light clothing
0.011537,1.497019905,69640.0,0.0,,-14.7262620963592,18.496500825771,-1.36970940691335,-2.7394188138267,19.014948843471,,,,0.0135194929165575,0.152154171852476,,,,0.0109960708442095,0.0085253612516783,0.0075814889801705,3.66916643489369,-3.66916643489369,light clothing
0.007983,2.369431999,50920.0,0.0,,-15.0476916820632,16.4262664894845,-1.06817456582419,-2.13634913164839,19.7258636358124,,,,0.0140398279655512,0.146167418201423,,,,0.0120786319774272,0.00852662096079,0.0039992210425515,5.80743136985898,-5.80743136985898,light clothing
0.006821,2.665937389,47800.0,0.0,,-15.1241208576856,15.944452634179,-1.16043594629073,-2.32087189258146,19.0438374522857,,,,0.0142199176590286,0.125713467463719,,,,0.0139819133750715,0.0085265940578148,0.0027593861782902,6.53416026823304,-6.53416026823304,light clothing
0.005079,3.246953605,120000.0,0.0,,-12.9118997083668,11.0433280969283,-0.351557828232898,-0.703115656465796,18.5111879027343,,,,0.0087813415771508,0.0780142121456911,,,,0.0076332472226068,0.00308986263943,0.0014874260884149,7.95821961950944,-7.95821961950944,light clothing
0.014633,1.287602832,50920.0,0.0,,-15.5019611465392,20.5787603194646,-1.68413910334579,-3.36827820669159,16.7161663578434,-1.5050210625412e-06,,,0.016127333121979,0.142741198694641,,,,0.0188208059431983,0.0085264797562415,0.0098437261958062,3.15588929300703,-3.15588929300703,light clothing
0.004805,3.951995521,140000.0,0.0,,-12.4636172378374,8.55908993673831,-0.0879787070784913,-0.175957414156983,19.7219260174233,,,,0.007460183572608,0.0696026614039864,,,,0.0061603706719621,0.0009073864624447,0.0009497648433091,9.68626353250755,-9.68626353250755,light clothing
0.012902,1.399602832,60280.0,0.0,,-14.9985428764912,18.8795738860707,-1.39887286699,-2.79774573398001,17.4646834659524,,,,0.0133687537995574,0.130729117163951,,,,0.0148410226706745,0.0085256336518031,0.0086192585996076,3.43039909692881,-3.43039909692881,light clothing
,0.0,43580.0,0.0,,,,,,,,,,,,,,,,,,,,light clothing
