pv cf,heat_demand_kW,electricity_demand_kW,T_outside
0,6.36254783333333,0.162185283333333,-4.8
0,7.50917516666667,0.178998016666667,-5.1
0.03202,7.16432466666667,0.1324354,-5.4
0.15458,7.09215033333333,0.1253251,-5.8
0.3638,6.84817016666667,0.124690116666667,-2.6
0.56944,6.51823366666667,0.137524216666667,-1
0.53746,6.25974283333333,0.1240838,1.4
0.39142,6.15918683333333,0.12209235,3.4
0.18254,6.165153,0.1780675,4.6
0.04496,6.3260915,0.306039666666667,4.3
0,6.520277,0.227749333333333,3.9
0,6.76243133333333,0.265083333333333,2.6
0,6.85525083333333,0.529269166666667,0.8
0,6.864435,0.864542383333333,-0.4
0,8.02940933333333,1.1619749,-1.3
0,6.3714945,0.445607816666667,-2.7
0,5.52934966666667,0.604364833333333,-3.8
0,4.1316905,0.483334833333333,-4.1
0,3.44765866666667,0.234766966666667,-4.8
0,3.34432783333333,0.126825766666667,-5.3
0,3.43071766666667,0.124009983333333,-5.6
0,3.5833945,0.116208516666667,-6.3
0,3.84940166666667,0.12053245,-6.6
0,4.7799115,0.203492,-7.2
0,6.21045466666667,0.201193333333333,-7.2
0,7.435711,0.2040235,-7.3
0.07028,8.39627333333333,0.207659333333333,-7.9
0.24558,7.09638133333333,1.10814673333333,-8.1
0.46876,6.85225666666667,0.27129711,-4.9
0.5605,6.52212266666667,0.184528633333333,-2.4
0.58152,6.26347816666667,0.307591666666667,0.3
0.51724,6.24075866666667,0.267768333333333,1.7
0.37006,6.16883083333333,1.33651733333333,3.1
0.13738,6.3298655,0.327724593333333,2.9
0,6.52416733333333,0.586530041666667,2.8
0,6.76646533333333,0.21303479,0.4
0,6.8593415,0.1920065,-1.6
0,6.86853166666667,0.516161883333333,-2.7
0,6.73345233333333,1.4205009,-3.9
0,6.37529566666667,0.441882138333333,-4.9
0,5.53264866666667,0.3732305,-5.7
0,4.1305525,0.445316833333333,-5.6
0,3.45675116666667,1.31489866666667,-6.5
0,3.42510666666667,0.327205893333333,-6.7
0,3.51811116666667,0.18535756,-7.6
0,3.67457616666667,0.138614755,-7.8
0,3.94735283333333,0.117569983333333,-7.8
0,4.82165866666667,0.137552583333333,-8
0,6.446381,0.316996,-8.2
0,8.85259216666667,0.598750833333333,-8.1
0.0617,7.35101,0.266606333333333,-5.5
0.19606,7.27695366666667,0.205642666666667,-4.6
0.46498,7.02661716666667,0.141462333333333,-3.3
0.57416,6.6880825,0.257952666666667,-3.1
0.58236,6.50075516666667,0.166581333333333,-2.6
0.50682,6.3196775,0.272025333333333,-1.7
0.34928,6.32579833333333,0.335384833333333,-1.4
0.12382,6.49093383333333,0.291042,-1.3
0,6.76807716666667,0.311774333333333,-1.2
0,6.93864283333333,0.3374195,-1.2
0,7.033883,0.2671705,-1.2
0,7.043306,0.413022166666667,-1.3
0,6.90479016666667,0.307328833333333,-1.3
0,6.53751916666667,0.210511833333333,-1.2
0,5.6734305,0.7633756,-1.3
0,4.80250633333333,0.629949008333333,-1.2
0,4.27498633333333,0.2814719,-1.2
0,3.44528583333333,0.126584266666667,-1.1
0,3.535112,0.123958316666667,-1
0,3.69243533333333,0.131248683333333,-0.9
0,3.966538,0.13408785,-0.8
0,4.8450935,0.137730033333333,-0.8
0,6.47733416666667,0.144334633333333,-0.8
0,7.66197666666667,0.160635366666667,-0.6
0.0626,7.38673716666667,0.193056666666667,-0.6
0.1764,9.243392,0.2359265,-0.5
0.28558,7.76416,0.635144333333333,-0.3
0.34922,7.50188033333333,0.294646666666667,0.1
0.389,6.45407333333333,0.1668175,0.5
0.31686,6.350394,0.1294775,0.9
0.1469,6.35654516666667,0.1253461,1
0.05112,6.522481,0.134404866666667,1
0,6.72269533333333,0.193296666666667,0.9
0,8.27234066666667,0.2441465,0.9
0,7.14596816666667,0.309668666666667,0.7
0,7.78093183333333,0.3583255,0.5
0,6.93834966666667,0.225772333333333,0.1
0,7.27268683333333,0.2155085,0
0,5.70100533333333,0.422920333333333,0.1
0,4.26757083333333,0.390838333333333,0
0,3.61506266666667,0.337172666666667,-0.2
0,3.279186,0.313005666666667,-0.2
0,3.3519635,0.283195333333333,-0.3
0,3.5011345,0.272103,-0.8
0,3.76103616666667,0.271897166666667,-1
0,4.59407616666667,0.294620333333333,-1.1
0,6.06788933333333,0.278672666666667,-1.3
0,7.26501916666667,0.2909325,-1.4
0.03572,7.00403933333333,0.3896645,-1.4
0.1317,7.01137883333333,0.341775333333333,-1.3
0.19962,6.69495883333333,0.303343166666667,-1.2
0.21456,6.3724035,0.3536375,-0.9
0.1905,6.11969633333333,0.483675166666667,-0.6
0.15324,6.02138466666667,0.249788833333333,0
0.0697,6.1051165,0.336173,0.5
0.02114,6.18455933333333,0.203539166666667,0.4
